"Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state"
2,2,0.9,27,20,-0.265703165733006,8
2,2,0.9,31,30,-0.0294620327303162,8
2,2,0.9,36,19,-0.553385238184787,8
2,2,0.9,39,25,-0.390197635977376,8
2,2,0.9,23,9,-0.793688409781823,8
2,2,0.9,29,23,-0.20604911795491,8
2,2,0.9,34,21,-0.421773846150088,8
2,2,0.9,28,19,-0.341484778444757,8
2,2,0.9,31,31,0,8
2,2,0.9,29,15,-0.570014495156321,8
2,2,0.9,29,21,-0.285385860191431,8
2,2,0.9,38,23,-0.438913042175704,8
2,2,0.9,35,16,-0.670547348642704,8
2,2,0.9,35,25,-0.297251523467932,8
2,2,0.9,34,23,-0.344148684119552,8
2,2,0.9,31,19,-0.428304600077987,8
2,2,0.9,32,27,-0.151549898127201,8
2,2,0.9,34,23,-0.344148684119552,8
2,2,0.9,24,20,-0.162518929497775,8
2,2,0.9,29,25,-0.132546655961983,8
2,2,0.9,27,32,0.154150679827258,8
2,2,0.9,32,18,-0.500462836730444,8
2,2,0.9,28,30,0.0623038833361548,8
2,2,0.9,24,19,-0.207639364778244,8
2,2,0.9,37,21,-0.492968006365984,8
2,2,0.9,27,26,-0.0339015516756813,8
2,2,0.9,30,22,-0.27443684570176,8
2,2,0.9,25,21,-0.155484902840395,8
2,2,0.9,27,21,-0.22314355131421,8
2,2,0.9,36,19,-0.553385238184787,8
2,2,0.9,25,21,-0.155484902840395,8
2,2,0.9,37,19,-0.575964925936952,8
2,2,0.9,27,22,-0.182321556793955,8
2,2,0.9,36,23,-0.393042588109607,8
2,2,0.9,19,30,0.419402615951946,8
2,2,0.9,25,33,0.253090627682162,8
2,2,0.9,24,15,-0.41173472112176,8
2,2,0.9,26,23,-0.109643177449827,8
2,2,0.9,28,35,0.20294084399669,8
2,2,0.9,25,23,-0.0747235461959365,8
2,2,0.9,29,28,-0.031526253646774,8
2,2,0.9,20,24,0.165514438477574,8
2,2,0.9,28,20,-0.297251523467932,8
2,2,0.9,31,21,-0.34294475112683,8
2,2,0.9,30,27,-0.0943106794712413,8
2,2,0.9,26,20,-0.232805462225947,8
2,2,0.9,30,22,-0.27443684570176,8
2,2,0.9,33,22,-0.356674943938732,8
2,2,0.9,25,19,-0.243346258631729,8
2,2,0.9,44,22,-0.597837000755621,8
2,2,0.9,20,25,0.20294084399669,8
2,2,0.9,32,25,-0.219244910898552,8
2,2,0.9,38,20,-0.555676189931343,8
2,2,0.9,29,27,-0.0640788566845224,8
2,2,0.9,34,24,-0.307484699747961,8
2,2,0.9,26,27,0.0340297485863113,8
2,2,0.9,36,20,-0.510825623765991,8
2,2,0.9,38,27,-0.301816583386686,8
2,2,0.9,20,24,0.165514438477574,8
2,2,0.9,33,20,-0.437800488751101,8
2,2,0.9,28,28,0,8
2,2,0.9,29,18,-0.41760749493389,8
2,2,0.9,24,19,-0.207639364778244,8
2,2,0.9,32,17,-0.547965170715447,8
2,2,0.9,30,24,-0.198450938723838,8
2,2,0.9,38,16,-0.736164565643636,8
2,2,0.9,31,29,-0.0598184952109102,8
2,2,0.9,27,26,-0.0339015516756813,8
2,2,0.9,24,24,0,8
2,2,0.9,30,16,-0.544727175441672,8
2,2,0.9,39,25,-0.390197635977376,8
2,2,0.9,28,20,-0.297251523467932,8
2,2,0.9,24,15,-0.41173472112176,8
2,2,0.9,25,18,-0.29035230100766,8
2,2,0.9,23,19,-0.170221149859867,8
2,2,0.9,16,25,0.409623118256828,8
2,2,0.9,22,28,0.219500560035709,8
2,2,0.9,28,21,-0.25489224962879,8
2,2,0.9,30,22,-0.27443684570176,8
2,2,0.9,26,21,-0.190043602887865,8
2,2,0.9,29,28,-0.031526253646774,8
2,2,0.9,25,14,-0.504181081047322,8
2,2,0.9,23,27,0.145416999858504,8
2,2,0.9,23,18,-0.217723483844871,8
2,2,0.9,44,23,-0.561321787780523,8
2,2,0.9,30,32,0.0582689081239758,8
2,2,0.9,24,26,0.0723206615796261,8
2,2,0.9,35,23,-0.368995428326773,8
2,2,0.9,26,21,-0.190043602887865,8
2,2,0.9,32,28,-0.119346757632566,8
2,2,0.9,29,30,0.0305626504101667,8
2,2,0.9,28,26,-0.0664450994081526,8
2,2,0.9,21,11,-0.559615787935423,8
2,2,0.9,29,31,0.0602188599930549,8
2,2,0.9,20,24,0.165514438477574,8
2,2,0.9,32,23,-0.291857443862262,8
2,2,0.9,16,24,0.371563556432483,8
2,2,0.9,26,21,-0.190043602887865,8
2,2,0.9,36,25,-0.321583624127462,8
2,2,0.9,29,17,-0.465874235903725,8
2,2,0.9,34,23,-0.344148684119552,8
2,2,0.9,30,31,0.0295588022415444,8
2,2,0.9,20,17,-0.145025772050258,8
2,2,0.9,29,14,-0.626455806061273,8
2,2,0.9,30,22,-0.27443684570176,8
2,2,0.9,33,24,-0.281639757995818,8
2,2,0.9,37,17,-0.666478933477784,8
2,2,0.9,25,22,-0.114289146402128,8
2,2,0.9,25,15,-0.446287102628419,8
2,2,0.9,36,22,-0.430782916092454,8
2,2,0.9,24,22,-0.0779615414697119,8
2,2,0.9,15,27,0.542324290825362,8
2,2,0.9,29,17,-0.465874235903725,8
2,2,0.9,35,26,-0.26322177488162,8
2,2,0.9,34,23,-0.344148684119552,8
2,2,0.9,35,25,-0.297251523467932,8
2,2,0.9,26,19,-0.277477902277539,8
2,2,0.9,23,21,-0.0814930342511828,8
2,2,0.9,35,25,-0.297251523467932,8
2,2,0.9,28,15,-0.541039402362487,8
2,2,0.9,25,14,-0.504181081047322,8
2,2,0.9,29,22,-0.244930905499117,8
2,2,0.9,28,17,-0.436292571903424,8
2,2,0.9,27,18,-0.356674943938732,8
2,2,0.9,29,21,-0.285385860191431,8
2,2,0.9,24,24,0,8
2,2,0.9,26,24,-0.0717439048588412,8
2,2,0.9,31,27,-0.123444191091122,8
2,2,0.9,32,13,-0.764374689848313,8
2,2,0.9,30,34,0.113328685307003,8
2,2,0.9,29,25,-0.132546655961983,8
